1403636580.813555 -0.008067 0.014258 -0.163560 0.840404 0.044897 0.538405 -0.042714
1403636580.913555 -0.001073 0.015114 -0.085440 0.832477 0.045426 0.551226 -0.032683
1403636581.013556 0.002958 0.016460 -0.010348 0.821270 0.063159 0.564533 -0.053191
1403636581.113555 0.007559 0.014257 0.054763 0.812871 0.074320 0.572809 -0.074887
1403636581.213556 0.013232 0.010784 0.110202 0.805858 0.071139 0.581946 -0.082888
1403636581.313555 0.016574 0.006430 0.150047 0.797676 0.071244 0.592010 -0.090342
1403636581.413555 0.017287 0.001356 0.160428 0.794516 0.075100 0.595089 -0.094732
1403636581.513556 0.016662 -0.002238 0.135339 0.799179 0.081780 0.587894 -0.094899
1403636581.613555 0.015157 -0.003000 0.085912 0.807665 0.082171 0.575703 -0.097425
1403636581.713556 0.012426 -0.003036 0.023542 0.812860 0.083224 0.568098 -0.097961
1403636581.813555 0.007008 -0.002609 -0.042550 0.815614 0.084669 0.563104 -0.102560
1403636581.913555 0.001506 0.000484 -0.111033 0.820314 0.086615 0.554554 -0.109788
1403636582.013556 -0.003190 0.001975 -0.174675 0.828425 0.086804 0.541851 -0.112136
1403636582.113555 -0.009068 0.005834 -0.223752 0.837969 0.089462 0.527093 -0.109442
1403636582.213556 -0.014855 0.008722 -0.247886 0.844428 0.092311 0.515972 -0.110426
1403636582.313555 -0.013051 0.010834 -0.236305 0.846212 0.093159 0.512935 -0.110202
1403636582.413555 -0.009568 0.012260 -0.192444 0.841639 0.091765 0.520263 -0.112022
1403636582.513556 -0.003887 0.011363 -0.132407 0.834111 0.090541 0.532626 -0.111228
1403636582.613555 0.001815 0.008320 -0.066117 0.830200 0.089232 0.539785 -0.106947
1403636582.713556 0.007663 0.003410 0.000557 0.828432 0.085264 0.543821 -0.103390
1403636582.813555 0.015677 -0.003326 0.065828 0.824881 0.076856 0.550874 -0.101009
1403636582.913555 0.023107 -0.010621 0.127985 0.817284 0.067669 0.563472 -0.099833
1403636583.013556 0.025964 -0.016588 0.175562 0.807623 0.063979 0.577676 -0.099708
1403636583.113555 0.026843 -0.019745 0.194391 0.802740 0.065633 0.584183 -0.100158
1403636583.213556 0.024196 -0.021307 0.179877 0.802106 0.067974 0.585509 -0.095843
1403636583.313555 0.022543 -0.019891 0.138899 0.803093 0.070349 0.583686 -0.096967
1403636583.413555 0.021457 -0.017604 0.080265 0.805106 0.072600 0.580224 -0.099368
1403636583.513556 0.018038 -0.016263 0.012496 0.807655 0.077267 0.575997 -0.099752
1403636583.613555 0.015470 -0.015410 -0.058675 0.812463 0.080488 0.569381 -0.096073
1403636583.713556 0.009858 -0.012482 -0.126820 0.822961 0.078717 0.554042 -0.097858
1403636583.813555 0.003443 -0.012650 -0.185501 0.834695 0.074075 0.536992 -0.097142
1403636583.913555 -0.002310 -0.011636 -0.232367 0.841583 0.076790 0.526454 -0.093208
1403636584.013556 -0.008507 -0.010774 -0.260247 0.843307 0.082502 0.523038 -0.091965
1403636584.113555 -0.010552 -0.007690 -0.261436 0.842687 0.086125 0.522716 -0.096067
1403636584.213556 -0.007424 -0.007775 -0.232679 0.842282 0.086510 0.523457 -0.095230
1403636584.313555 -0.002442 -0.008323 -0.182698 0.840475 0.085337 0.526715 -0.094291
1403636584.413555 0.006272 -0.010368 -0.119146 0.838531 0.085902 0.530889 -0.087425
1403636584.513556 0.016430 -0.013152 -0.047386 0.834178 0.085205 0.538644 -0.082162
1403636584.613555 0.025982 -0.015897 0.027494 0.826317 0.080467 0.551382 -0.081874
1403636584.713556 0.032585 -0.018847 0.098277 0.815083 0.073800 0.569065 -0.079740
1403636584.813555 0.035387 -0.020877 0.158088 0.804753 0.068762 0.584431 -0.078007
1403636584.913555 0.034499 -0.021925 0.200195 0.798062 0.064949 0.593376 -0.082355
1403636585.013556 0.034218 -0.022203 0.214127 0.796968 0.060322 0.595058 -0.084322
1403636585.113555 0.034760 -0.021310 0.200110 0.799391 0.058301 0.592115 -0.083513
1403636585.213556 0.035446 -0.020105 0.163955 0.803123 0.054857 0.588231 -0.077257
1403636585.313555 0.037360 -0.020235 0.115146 0.806805 0.056353 0.584276 -0.067159
1403636585.413555 0.037851 -0.021241 0.060980 0.810167 0.060486 0.580028 -0.059490
1403636585.513556 0.032850 -0.022764 0.007122 0.814593 0.065079 0.573478 -0.057672
1403636585.613555 0.024867 -0.023605 -0.039640 0.820694 0.075333 0.562126 -0.069281
1403636585.713556 0.012314 -0.025321 -0.071446 0.827903 0.078982 0.549565 -0.079478
1403636585.813555 0.000910 -0.027337 -0.087888 0.836031 0.077595 0.536265 -0.086326
1403636585.913555 -0.009359 -0.029187 -0.091597 0.845391 0.075260 0.520983 -0.090706
1403636586.013556 -0.016837 -0.030824 -0.090465 0.857767 0.070591 0.501538 -0.087820
1403636586.113555 -0.022777 -0.031435 -0.087215 0.870658 0.062548 0.481921 -0.076123
1403636586.213556 -0.029563 -0.028720 -0.081890 0.879818 0.056103 0.466584 -0.071225
1403636586.313555 -0.038552 -0.027520 -0.077535 0.888940 0.052776 0.449500 -0.070360
1403636586.413555 -0.048863 -0.028747 -0.075245 0.898466 0.049135 0.430544 -0.070548
1403636586.513556 -0.059574 -0.033111 -0.073328 0.906284 0.050719 0.413957 -0.068683
1403636586.613555 -0.065622 -0.040408 -0.069442 0.910368 0.053571 0.404415 -0.069350
1403636586.713556 -0.064963 -0.050002 -0.065195 0.909716 0.052877 0.405731 -0.070737
1403636586.813555 -0.060359 -0.058576 -0.063197 0.906325 0.053190 0.412389 -0.075370
1403636586.913555 -0.055050 -0.062986 -0.063735 0.903354 0.056582 0.418258 -0.076224
1403636587.013556 -0.049360 -0.063841 -0.064192 0.901558 0.062068 0.421057 -0.077792
1403636587.113555 -0.043185 -0.064826 -0.063914 0.902702 0.066242 0.418004 -0.077551
1403636587.213556 -0.036041 -0.070046 -0.064355 0.904359 0.068372 0.414243 -0.076570
1403636587.313555 -0.026995 -0.081832 -0.065717 0.905303 0.066271 0.412598 -0.076138
1403636587.413555 -0.015691 -0.100802 -0.067094 0.906351 0.063027 0.411003 -0.075048
1403636587.513556 -0.004332 -0.126577 -0.068468 0.907686 0.058520 0.408611 -0.075619
1403636587.613555 0.007406 -0.158934 -0.069334 0.908128 0.053838 0.408321 -0.075361
1403636587.713556 0.020368 -0.195050 -0.068635 0.906281 0.047144 0.413442 -0.074153
1403636587.813555 0.033187 -0.232109 -0.067735 0.904135 0.038757 0.419410 -0.071642
1403636587.913555 0.044064 -0.268114 -0.069883 0.904766 0.032127 0.419196 -0.068123
1403636588.013556 0.052278 -0.301094 -0.074648 0.909107 0.026137 0.411419 -0.059796
1403636588.113555 0.058823 -0.326537 -0.080961 0.912746 0.020732 0.404060 -0.056569
1403636588.213556 0.063482 -0.344836 -0.086556 0.913625 0.020775 0.402200 -0.055621
1403636588.313555 0.066472 -0.354738 -0.090790 0.912450 0.020291 0.404561 -0.057915
1403636588.413555 0.066418 -0.356775 -0.093102 0.910969 0.019573 0.407557 -0.060420
1403636588.513556 0.063255 -0.351659 -0.092858 0.911070 0.018782 0.407626 -0.058655
1403636588.613555 0.057595 -0.338466 -0.088736 0.910896 0.018765 0.408188 -0.057428
1403636588.713556 0.048687 -0.317979 -0.084659 0.910765 0.020319 0.408074 -0.059755
1403636588.813555 0.038069 -0.291514 -0.082902 0.911744 0.024821 0.405259 -0.062228
1403636588.913555 0.026819 -0.258435 -0.081195 0.911760 0.028132 0.404350 -0.066358
1403636589.013556 0.013817 -0.220772 -0.076881 0.910325 0.033066 0.406597 -0.069957
1403636589.113555 -0.000387 -0.180320 -0.070455 0.907637 0.039163 0.411406 -0.073524
1403636589.213556 -0.014208 -0.137129 -0.063279 0.905680 0.043200 0.414819 -0.076171
1403636589.313555 -0.028308 -0.091709 -0.057955 0.905907 0.048628 0.413376 -0.078023
1403636589.413555 -0.042255 -0.045366 -0.055466 0.907186 0.054659 0.409533 -0.079427
1403636589.513556 -0.056080 0.000801 -0.053762 0.906739 0.058225 0.409966 -0.079759
1403636589.613555 -0.069844 0.046980 -0.053109 0.905365 0.061033 0.412298 -0.081241
1403636589.713556 -0.084225 0.091304 -0.052598 0.904221 0.064279 0.413989 -0.082856
1403636589.813555 -0.097342 0.133764 -0.054553 0.904562 0.069580 0.411341 -0.087894
1403636589.913555 -0.108217 0.170559 -0.058672 0.906453 0.076168 0.404964 -0.092444
1403636590.013556 -0.117435 0.201527 -0.062182 0.906206 0.081117 0.402809 -0.099775
1403636590.113555 -0.124054 0.222873 -0.061571 0.902950 0.085035 0.407913 -0.105155
1403636590.213556 -0.128401 0.233072 -0.059472 0.900046 0.087529 0.412673 -0.109344
1403636590.313555 -0.130164 0.231051 -0.057475 0.900141 0.088959 0.412743 -0.107123
1403636590.413555 -0.129516 0.216660 -0.055667 0.901456 0.087052 0.411590 -0.101948
1403636590.513556 -0.126402 0.190704 -0.053146 0.901591 0.083605 0.413590 -0.095328
1403636590.613555 -0.121056 0.156511 -0.050233 0.900845 0.080548 0.417068 -0.089696
1403636590.713556 -0.113293 0.117255 -0.049156 0.901190 0.076374 0.418132 -0.084787
1403636590.813555 -0.103035 0.075023 -0.050961 0.903537 0.071375 0.414325 -0.082833
1403636590.913555 -0.090349 0.030073 -0.054793 0.906396 0.067170 0.408973 -0.081703
1403636591.013556 -0.076520 -0.016010 -0.058888 0.907117 0.065477 0.407925 -0.080304
1403636591.113555 -0.061856 -0.059601 -0.062676 0.906440 0.064906 0.409062 -0.082594
1403636591.213556 -0.047903 -0.099797 -0.066065 0.906882 0.062247 0.408328 -0.083419
1403636591.313555 -0.035455 -0.134520 -0.071574 0.908301 0.059149 0.406027 -0.081445
1403636591.413555 -0.025708 -0.161113 -0.078803 0.909524 0.054674 0.404471 -0.078616
1403636591.513556 -0.016212 -0.180039 -0.087619 0.909457 0.050808 0.405576 -0.076249
1403636591.613555 -0.006113 -0.194852 -0.095894 0.906262 0.040610 0.415470 -0.066513
1403636591.713556 0.003009 -0.203161 -0.101654 0.898381 0.032259 0.434226 -0.057613
1403636591.813555 0.010795 -0.208372 -0.102819 0.889318 0.025268 0.454010 -0.048477
1403636591.913555 0.017709 -0.212401 -0.101745 0.883120 0.017090 0.466953 -0.041976
1403636592.013556 0.027251 -0.217796 -0.101728 0.885013 0.007004 0.463899 -0.038740
1403636592.113555 0.043966 -0.227084 -0.103043 0.888673 -0.005648 0.457293 -0.033321
1403636592.213556 0.065696 -0.237330 -0.105072 0.892849 -0.015603 0.449202 -0.028208
1403636592.313555 0.090771 -0.244461 -0.106306 0.896723 -0.018746 0.441458 -0.025534
1403636592.413555 0.119326 -0.243780 -0.106753 0.899423 -0.018051 0.435659 -0.030233
1403636592.513556 0.150333 -0.233182 -0.105259 0.898309 -0.009007 0.437601 -0.038263
1403636592.613555 0.180653 -0.212676 -0.104005 0.893613 0.006478 0.446296 -0.047258
1403636592.713556 0.207207 -0.183524 -0.104444 0.889949 0.024719 0.451941 -0.055939
1403636592.813555 0.226299 -0.144170 -0.105289 0.888303 0.045874 0.451321 -0.071572
1403636592.913555 0.233212 -0.095485 -0.107610 0.887994 0.068466 0.445392 -0.091678
1403636593.013556 0.223778 -0.040820 -0.108752 0.887618 0.091022 0.437863 -0.110117
1403636593.113555 0.198591 0.016216 -0.108243 0.885977 0.113896 0.431754 -0.125143
1403636593.213556 0.159824 0.071125 -0.105959 0.883335 0.129481 0.427359 -0.142540
1403636593.313555 0.112399 0.117513 -0.103591 0.881779 0.139016 0.422275 -0.157556
1403636593.413555 0.061636 0.147201 -0.103457 0.882619 0.144466 0.417459 -0.160754
1403636593.513556 0.009985 0.157293 -0.106082 0.884656 0.143360 0.415133 -0.156511
1403636593.613555 -0.038286 0.150368 -0.111633 0.889216 0.132965 0.410640 -0.151624
1403636593.713556 -0.080455 0.127117 -0.118555 0.896195 0.114753 0.403776 -0.143635
1403636593.813555 -0.115377 0.089094 -0.124483 0.902456 0.087194 0.402030 -0.127833
1403636593.913555 -0.141046 0.040754 -0.127478 0.904115 0.052333 0.410274 -0.107298
1403636594.013556 -0.156931 -0.014046 -0.127405 0.902418 0.017868 0.422404 -0.083052
1403636594.113555 -0.160305 -0.070859 -0.126163 0.901004 -0.014289 0.429458 -0.059605
1403636594.213556 -0.147345 -0.126648 -0.127108 0.901368 -0.040233 0.429316 -0.040064
1403636594.313555 -0.119398 -0.180852 -0.128926 0.901650 -0.055188 0.428281 -0.023615
1403636594.413555 -0.076348 -0.230253 -0.130467 0.900033 -0.061552 0.431341 -0.009883
1403636594.513556 -0.021723 -0.269038 -0.132665 0.895564 -0.060123 0.440850 -0.001384
1403636594.613555 0.033922 -0.293183 -0.134057 0.890638 -0.060689 0.450641 -0.002092
1403636594.713556 0.082807 -0.295403 -0.134421 0.887821 -0.058374 0.456427 -0.006394
1403636594.813555 0.121403 -0.271333 -0.136569 0.886368 -0.044553 0.460550 -0.016144
1403636594.913555 0.149333 -0.223052 -0.139173 0.884578 -0.020154 0.465010 -0.029683
1403636595.013556 0.161262 -0.153425 -0.141324 0.882414 0.013446 0.467560 -0.050524
1403636595.113555 0.157278 -0.074490 -0.144333 0.881375 0.049344 0.463846 -0.074768
1403636595.213556 0.140794 0.000802 -0.147106 0.880685 0.079545 0.456321 -0.099191
1403636595.313555 0.114789 0.061234 -0.149432 0.879355 0.104780 0.448594 -0.120494
1403636595.413555 0.081912 0.098782 -0.150866 0.878202 0.120589 0.443539 -0.132262
1403636595.513556 0.049236 0.109109 -0.152157 0.878688 0.126666 0.439390 -0.137110
1403636595.613555 0.018861 0.091848 -0.154055 0.880702 0.129033 0.434885 -0.136347
1403636595.713556 -0.007090 0.051473 -0.157422 0.883893 0.122590 0.432919 -0.127617
1403636595.813555 -0.027438 -0.004215 -0.163007 0.887322 0.107648 0.435248 -0.107844
1403636595.913555 -0.045557 -0.065236 -0.169559 0.890876 0.084697 0.437971 -0.085715
